Age,Country,Education,PreferredWorkEnvironment,SalaryImportance,WorkLifeBalance,CareerGrowth,Entrepreneurship,CareerSatisfaction,PursueHigherEd,StayWithEmployer3Years
21,UK,Bachelors,Freelance,Moderate,High Priority,Low,Maybe,5,0,1
20,India,Masters,Remote,Less Important,Medium Priority,Low,Yes,4,0,1
24,Australia,High School,Hybrid,Very Important,High Priority,Low,Yes,1,1,1
29,India,Bachelors,Office,Important,Low Priority,High,No,4,1,1
20,Australia,Bachelors,Office,Very Important,High Priority,Medium,Yes,4,0,1
25,USA,Masters,Remote,Less Important,Low Priority,High,No,1,0,1
23,India,Bachelors,Remote,Less Important,High Priority,Low,Maybe,1,1,1
22,USA,Bachelors,Hybrid,Less Important,High Priority,Low,Yes,5,0,0
21,India,Bachelors,Freelance,Very Important,High Priority,High,No,5,0,1
25,UK,High School,Remote,Less Important,Medium Priority,High,Yes,3,0,0
25,Canada,High School,Office,Moderate,High Priority,Low,Maybe,2,0,1
29,Germany,Bachelors,Freelance,Important,Medium Priority,Medium,No,1,0,0
18,Germany,Bachelors,Remote,Less Important,High Priority,High,No,4,0,1
26,Germany,Masters,Freelance,Less Important,High Priority,Low,No,4,1,0
22,USA,Masters,Office,Important,Low Priority,Low,Maybe,5,0,0
21,Singapore,Bachelors,Freelance,Important,High Priority,Medium,No,2,1,1
23,Australia,Bachelors,Remote,Important,Medium Priority,Low,Maybe,1,0,0
23,Germany,Bachelors,Remote,Very Important,Low Priority,High,Maybe,5,0,0
19,UK,Masters,Office,Very Important,Low Priority,Low,Yes,2,0,0
25,Germany,Bachelors,Hybrid,Less Important,High Priority,Low,Maybe,1,1,1
24,India,Bachelors,Hybrid,Important,High Priority,Low,No,4,0,0
18,USA,Bachelors,Freelance,Less Important,Low Priority,Low,No,4,0,1
22,Singapore,Bachelors,Remote,Less Important,Medium Priority,Medium,Maybe,5,0,1
29,India,Bachelors,Remote,Less Important,High Priority,High,Maybe,2,1,0
23,Singapore,Bachelors,Office,Very Important,Low Priority,Low,Yes,4,0,1
21,India,High School,Office,Important,Medium Priority,High,Yes,2,0,1
19,India,Bachelors,Remote,Less Important,High Priority,Medium,No,5,0,1
21,Canada,High School,Office,Very Important,Low Priority,High,Maybe,3,1,0
18,Canada,High School,Hybrid,Moderate,Low Priority,Medium,No,2,0,1
24,Australia,Bachelors,Hybrid,Moderate,High Priority,High,Maybe,2,1,1
19,USA,High School,Freelance,Less Important,Medium Priority,High,No,5,1,1
19,UK,Bachelors,Office,Less Important,Medium Priority,Low,No,3,1,1
26,UK,Bachelors,Freelance,Important,Low Priority,High,No,4,0,0
22,UK,Bachelors,Office,Important,Medium Priority,Low,Maybe,1,0,0
19,India,Bachelors,Office,Less Important,Low Priority,Low,Yes,5,1,0
28,Canada,High School,Hybrid,Very Important,High Priority,High,Yes,1,0,1
26,USA,High School,Remote,Less Important,Medium Priority,Low,Maybe,3,0,1
26,India,Masters,Office,Important,High Priority,High,Yes,3,0,1
18,Singapore,Bachelors,Office,Important,Low Priority,Low,No,2,1,0
28,Canada,Bachelors,Office,Very Important,High Priority,Low,Maybe,1,0,1
20,Canada,High School,Remote,Less Important,Medium Priority,Medium,Maybe,1,0,0
21,Germany,Bachelors,Freelance,Important,High Priority,Medium,Yes,3,1,1
24,Germany,Bachelors,Freelance,Less Important,Medium Priority,High,Yes,1,0,1
27,USA,Bachelors,Office,Important,Medium Priority,Low,No,4,1,1
21,Singapore,Bachelors,Office,Moderate,Medium Priority,Medium,Maybe,3,0,0
19,USA,High School,Freelance,Moderate,Medium Priority,Medium,Yes,2,1,1
24,USA,Bachelors,Freelance,Moderate,Medium Priority,Medium,Maybe,2,0,0
23,India,Masters,Hybrid,Important,Low Priority,Low,No,2,1,0
20,Australia,Masters,Office,Very Important,High Priority,High,No,1,1,0
23,USA,High School,Freelance,Moderate,Low Priority,Low,No,3,1,1
28,Germany,Bachelors,Hybrid,Important,High Priority,Low,Maybe,2,1,0
23,Australia,High School,Remote,Less Important,High Priority,Medium,Maybe,3,0,0
29,India,High School,Office,Moderate,High Priority,Low,Maybe,1,1,1
22,Australia,Bachelors,Freelance,Very Important,Low Priority,Low,Maybe,4,1,0
21,UK,High School,Office,Very Important,Medium Priority,Medium,Maybe,4,1,0
27,Singapore,Bachelors,Hybrid,Very Important,Medium Priority,Medium,No,4,1,1
29,Australia,Bachelors,Freelance,Less Important,Low Priority,Low,No,1,0,0
18,USA,High School,Remote,Less Important,Medium Priority,Medium,No,2,1,0
27,India,High School,Remote,Very Important,High Priority,High,Yes,1,0,1
23,Singapore,Masters,Hybrid,Very Important,Medium Priority,High,No,3,1,0
19,USA,High School,Remote,Very Important,Medium Priority,High,Maybe,4,0,1
20,Singapore,Bachelors,Remote,Less Important,Medium Priority,High,No,3,0,0
25,Germany,Bachelors,Remote,Less Important,High Priority,High,Yes,1,1,1
27,UK,Bachelors,Remote,Important,Medium Priority,Medium,Yes,5,1,0
23,Germany,Bachelors,Remote,Moderate,Medium Priority,Medium,Yes,5,1,1
20,USA,High School,Remote,Less Important,Medium Priority,High,Yes,1,1,1
24,USA,High School,Remote,Very Important,Low Priority,High,Yes,2,1,0
21,USA,High School,Freelance,Moderate,Low Priority,High,Maybe,3,1,0
26,Canada,Bachelors,Remote,Less Important,Medium Priority,Medium,No,1,0,0
22,UK,Bachelors,Freelance,Moderate,Low Priority,Medium,Maybe,1,1,0
20,Singapore,Bachelors,Office,Important,Low Priority,Low,Maybe,5,1,0
19,USA,High School,Hybrid,Less Important,High Priority,Low,Yes,4,1,1
28,USA,Bachelors,Remote,Very Important,Low Priority,Low,No,4,1,0
19,Singapore,Bachelors,Hybrid,Very Important,Low Priority,Low,No,2,0,0
20,Germany,PhD,Remote,Important,Medium Priority,Medium,No,2,0,1
19,Germany,Bachelors,Freelance,Important,High Priority,Medium,Yes,2,1,1
21,USA,Bachelors,Remote,Important,High Priority,Medium,Maybe,5,0,0
19,India,Bachelors,Office,Important,High Priority,Medium,No,1,1,1
27,Canada,Masters,Hybrid,Important,Low Priority,High,Maybe,2,0,1
26,Germany,Masters,Hybrid,Less Important,Medium Priority,Low,No,5,1,0
19,India,Bachelors,Office,Less Important,High Priority,Medium,No,3,1,0
26,Canada,High School,Freelance,Moderate,High Priority,Medium,No,1,1,0
23,USA,Bachelors,Freelance,Important,Low Priority,Low,No,3,0,0
18,UK,Bachelors,Office,Very Important,High Priority,Medium,Yes,4,0,0
21,Australia,Bachelors,Hybrid,Very Important,Medium Priority,High,Yes,4,1,0
18,Australia,Bachelors,Remote,Important,High Priority,Medium,Maybe,1,1,1
23,USA,High School,Freelance,Important,Medium Priority,Low,Yes,2,0,1
21,Germany,Bachelors,Remote,Important,Medium Priority,High,No,1,0,1
20,India,Masters,Hybrid,Important,Medium Priority,High,Maybe,2,0,1
20,UK,Bachelors,Remote,Important,Low Priority,Low,Maybe,4,1,1
26,Singapore,Bachelors,Office,Very Important,Low Priority,Low,Maybe,1,1,1
23,Canada,Bachelors,Freelance,Moderate,Medium Priority,High,No,1,1,1
26,USA,Masters,Freelance,Important,Medium Priority,Medium,No,2,0,0
22,UK,Masters,Office,Important,High Priority,Low,Maybe,4,0,0
19,UK,Bachelors,Office,Important,High Priority,High,Yes,4,1,1
25,Germany,Bachelors,Freelance,Less Important,High Priority,Low,No,2,0,0
22,Canada,Masters,Freelance,Very Important,Low Priority,Medium,No,2,0,0
19,UK,Bachelors,Freelance,Very Important,High Priority,Medium,Yes,2,0,0
21,Germany,Bachelors,Hybrid,Moderate,Medium Priority,High,Maybe,4,0,1
26,India,Masters,Hybrid,Less Important,Medium Priority,Medium,Yes,4,0,0
21,Germany,High School,Hybrid,Less Important,Low Priority,Medium,No,1,0,0
29,India,Bachelors,Remote,Less Important,Low Priority,Medium,Maybe,4,0,0
29,India,Masters,Hybrid,Moderate,High Priority,Low,Maybe,3,0,1
29,Singapore,Bachelors,Freelance,Moderate,Low Priority,High,Yes,3,1,0
21,Singapore,Bachelors,Hybrid,Moderate,Medium Priority,High,No,2,0,0
19,UK,High School,Freelance,Less Important,Medium Priority,High,No,2,0,1
29,Germany,Bachelors,Office,Very Important,Low Priority,Medium,Maybe,2,0,1
23,Singapore,Bachelors,Remote,Less Important,Medium Priority,Low,No,1,0,1
28,India,High School,Remote,Moderate,Low Priority,High,Maybe,3,1,1
19,Singapore,Bachelors,Office,Less Important,Medium Priority,Low,Maybe,3,1,0
29,Canada,Bachelors,Freelance,Important,High Priority,High,Maybe,4,1,1
24,UK,Bachelors,Remote,Less Important,Low Priority,Medium,No,3,0,0
20,Germany,Bachelors,Hybrid,Less Important,Low Priority,High,Yes,4,0,1
20,Germany,PhD,Freelance,Very Important,Low Priority,High,Maybe,1,0,0
22,Australia,Bachelors,Remote,Very Important,Medium Priority,Medium,Yes,2,1,0
20,Germany,High School,Office,Very Important,High Priority,Medium,Yes,2,1,0
19,UK,High School,Freelance,Important,Low Priority,High,Yes,4,0,0
27,Canada,Bachelors,Remote,Very Important,Medium Priority,Low,Yes,5,0,1
26,Germany,Bachelors,Office,Important,Low Priority,Medium,Yes,4,0,1
19,Australia,Bachelors,Freelance,Moderate,Medium Priority,High,Maybe,1,0,1
28,UK,Bachelors,Hybrid,Very Important,High Priority,Medium,No,3,1,0
19,India,High School,Freelance,Less Important,Medium Priority,Low,Yes,4,0,0
25,USA,Bachelors,Hybrid,Less Important,Medium Priority,High,No,1,1,1
26,USA,Bachelors,Freelance,Important,Low Priority,High,No,2,0,1
24,India,High School,Office,Very Important,Medium Priority,Low,Maybe,5,0,0
20,Singapore,High School,Hybrid,Less Important,Low Priority,Low,Yes,5,0,1
26,Germany,High School,Hybrid,Moderate,Medium Priority,High,No,4,1,1
20,USA,High School,Freelance,Very Important,High Priority,Low,No,3,0,0
22,Singapore,Bachelors,Remote,Moderate,Medium Priority,Low,Yes,4,0,0
26,USA,High School,Hybrid,Less Important,Low Priority,High,Maybe,5,1,0
29,India,Bachelors,Freelance,Very Important,Medium Priority,Medium,Maybe,5,0,1
20,Germany,High School,Office,Important,Medium Priority,Low,Yes,2,0,0
24,Germany,PhD,Freelance,Less Important,High Priority,Medium,No,3,0,0
29,Singapore,Masters,Freelance,Moderate,Low Priority,Medium,Maybe,3,1,1
18,India,High School,Hybrid,Very Important,High Priority,Medium,Maybe,5,0,0
21,Singapore,Bachelors,Remote,Moderate,Medium Priority,Low,No,5,1,1
21,Germany,High School,Office,Moderate,High Priority,High,No,4,0,0
24,Germany,Bachelors,Hybrid,Important,Medium Priority,High,No,4,0,1
25,UK,High School,Hybrid,Important,Medium Priority,High,No,2,1,1
18,Singapore,Bachelors,Hybrid,Less Important,High Priority,High,Yes,5,1,1
22,UK,Bachelors,Office,Important,High Priority,High,No,4,1,0
24,India,Masters,Remote,Important,Medium Priority,High,Maybe,2,0,0
29,Canada,High School,Office,Less Important,High Priority,Medium,No,3,0,1
21,USA,Masters,Office,Less Important,High Priority,Medium,No,5,1,0
21,UK,Masters,Remote,Less Important,Medium Priority,Medium,Yes,1,0,1
21,USA,High School,Office,Less Important,Low Priority,Low,Yes,5,0,1
29,Australia,Bachelors,Freelance,Moderate,High Priority,Low,No,4,0,1
23,India,High School,Office,Moderate,High Priority,Low,Yes,5,0,0
24,Canada,Bachelors,Hybrid,Less Important,Low Priority,High,Yes,1,0,1
19,Australia,Bachelors,Office,Less Important,High Priority,Medium,Yes,5,1,1
22,Australia,Bachelors,Hybrid,Very Important,Medium Priority,Low,Yes,4,1,1
21,Germany,Bachelors,Office,Very Important,High Priority,Medium,No,3,1,1
20,Australia,Masters,Hybrid,Very Important,Medium Priority,High,Yes,4,1,0
24,India,High School,Hybrid,Important,Low Priority,Medium,Yes,2,0,1
28,UK,PhD,Hybrid,Moderate,Low Priority,High,Maybe,4,0,1
29,India,High School,Remote,Moderate,Low Priority,Low,No,2,0,0
23,UK,Masters,Office,Very Important,High Priority,High,Yes,5,1,0
24,Australia,Bachelors,Office,Very Important,Low Priority,High,Maybe,2,0,0
22,Australia,High School,Freelance,Moderate,High Priority,Medium,Yes,5,0,1
23,Canada,Masters,Freelance,Important,High Priority,High,No,2,0,1
22,UK,Bachelors,Freelance,Very Important,High Priority,Low,Maybe,4,0,0
24,Australia,Bachelors,Office,Less Important,Low Priority,Low,Maybe,1,0,1
19,Germany,Bachelors,Remote,Very Important,Low Priority,High,No,5,0,1
28,USA,Bachelors,Hybrid,Moderate,High Priority,Medium,Maybe,2,1,1
22,Canada,Bachelors,Office,Moderate,Low Priority,Low,Maybe,1,0,1
23,India,Bachelors,Remote,Very Important,High Priority,Low,Yes,2,1,1
23,Canada,High School,Remote,Very Important,Low Priority,High,Maybe,2,0,1
22,USA,Bachelors,Office,Less Important,Medium Priority,High,No,2,1,0
27,UK,Masters,Hybrid,Less Important,Low Priority,Low,Yes,4,0,1
24,India,High School,Remote,Important,Low Priority,High,Maybe,2,1,1
27,India,High School,Office,Important,Low Priority,High,Yes,1,0,0
25,UK,Bachelors,Hybrid,Less Important,High Priority,Low,No,2,1,0
24,Singapore,Bachelors,Freelance,Important,High Priority,Medium,Maybe,3,1,0
22,Singapore,Bachelors,Remote,Important,Medium Priority,Medium,No,5,0,0
18,Canada,High School,Remote,Very Important,Medium Priority,Low,No,4,0,1
22,Australia,Bachelors,Office,Less Important,Medium Priority,High,Maybe,3,0,1
27,Singapore,High School,Office,Very Important,High Priority,Low,Maybe,3,0,0
19,Canada,Bachelors,Hybrid,Very Important,Medium Priority,Low,Yes,1,0,0
22,Singapore,Masters,Freelance,Important,Medium Priority,High,No,1,1,1
22,USA,Bachelors,Freelance,Very Important,Low Priority,Medium,Maybe,4,0,0
19,Germany,Bachelors,Office,Moderate,Medium Priority,Medium,No,4,1,0
22,Australia,PhD,Office,Important,Low Priority,High,Maybe,5,1,0
21,Canada,Bachelors,Hybrid,Moderate,High Priority,Low,No,2,1,0
18,Germany,Masters,Office,Important,High Priority,High,Yes,4,0,0
20,Germany,Bachelors,Hybrid,Very Important,Low Priority,Low,No,4,0,0
18,Singapore,Masters,Hybrid,Important,Medium Priority,High,Maybe,2,0,1
29,UK,High School,Freelance,Moderate,High Priority,High,Yes,5,0,0
28,USA,High School,Hybrid,Important,Low Priority,Medium,Yes,1,0,0
22,USA,High School,Freelance,Moderate,High Priority,Medium,Maybe,5,1,1
21,USA,Bachelors,Freelance,Less Important,High Priority,High,Yes,2,1,1
24,Australia,Masters,Freelance,Very Important,Medium Priority,High,No,1,0,0
22,India,Bachelors,Office,Moderate,High Priority,Medium,No,1,0,0
27,Australia,Bachelors,Freelance,Less Important,Low Priority,Low,Maybe,1,0,1
21,Canada,Bachelors,Hybrid,Very Important,Medium Priority,Medium,No,5,1,1
19,Germany,Bachelors,Office,Less Important,Low Priority,Low,Maybe,2,1,0
21,Germany,Bachelors,Hybrid,Moderate,Low Priority,Medium,Yes,5,0,0
29,India,Bachelors,Office,Very Important,Low Priority,Medium,No,5,0,1
19,Canada,Bachelors,Hybrid,Less Important,Medium Priority,Low,Maybe,3,0,1
25,India,High School,Remote,Moderate,High Priority,High,No,4,0,0
20,Germany,PhD,Remote,Less Important,Low Priority,Medium,Yes,5,0,0
26,Singapore,High School,Remote,Very Important,High Priority,Medium,Yes,3,1,0
21,Australia,High School,Hybrid,Very Important,High Priority,Medium,No,2,0,0
23,USA,Masters,Office,Very Important,Low Priority,High,Yes,3,1,1
27,Germany,Bachelors,Freelance,Moderate,High Priority,Medium,Maybe,5,0,0
22,UK,Bachelors,Freelance,Less Important,Medium Priority,High,No,2,1,1
27,USA,Bachelors,Hybrid,Less Important,Medium Priority,Medium,No,3,1,0
18,Germany,Bachelors,Hybrid,Moderate,High Priority,Low,Yes,5,0,0
26,Australia,Bachelors,Hybrid,Very Important,High Priority,Medium,Maybe,2,1,0
18,India,Bachelors,Hybrid,Important,Medium Priority,Medium,No,2,0,1
25,Singapore,Bachelors,Freelance,Very Important,High Priority,High,No,4,0,1
26,Singapore,Bachelors,Office,Important,High Priority,High,Yes,5,0,1
26,USA,Bachelors,Freelance,Very Important,High Priority,High,Yes,4,0,1
18,Australia,Masters,Hybrid,Moderate,High Priority,Low,Maybe,2,0,0
19,Singapore,High School,Remote,Important,Low Priority,Low,Maybe,2,1,1
29,Singapore,Bachelors,Freelance,Moderate,High Priority,High,Yes,3,0,0
18,Canada,Bachelors,Remote,Important,Medium Priority,Low,Maybe,4,0,1
27,UK,Masters,Remote,Less Important,Low Priority,High,Yes,1,1,0
19,USA,High School,Hybrid,Important,Low Priority,Low,No,5,1,0
27,India,Bachelors,Freelance,Important,Medium Priority,High,Yes,4,0,1
29,Singapore,Masters,Office,Important,High Priority,High,Yes,2,0,0
25,Canada,High School,Freelance,Less Important,Low Priority,Low,Yes,3,0,1
22,Australia,Masters,Office,Moderate,Low Priority,Medium,No,5,0,1
29,Singapore,High School,Office,Less Important,High Priority,High,Maybe,5,1,0
28,UK,Bachelors,Hybrid,Important,High Priority,High,Maybe,3,0,0
24,India,Masters,Office,Very Important,Medium Priority,Medium,Maybe,2,0,1
19,Australia,Bachelors,Freelance,Less Important,Low Priority,High,Yes,1,1,1
25,Australia,Bachelors,Freelance,Very Important,High Priority,High,Yes,3,1,0
28,USA,High School,Remote,Less Important,High Priority,Low,Maybe,1,0,1
23,Singapore,Masters,Office,Less Important,Medium Priority,Medium,No,4,1,1
25,USA,Bachelors,Hybrid,Important,Low Priority,High,No,5,1,1
18,India,High School,Hybrid,Moderate,High Priority,High,No,2,0,1
18,Singapore,Bachelors,Freelance,Moderate,Medium Priority,Medium,No,1,1,0
29,Germany,Bachelors,Office,Important,Low Priority,Medium,Yes,2,0,1
24,Singapore,High School,Hybrid,Less Important,Low Priority,Low,Maybe,4,1,0
25,Germany,High School,Office,Moderate,Low Priority,Low,No,1,1,0
20,Australia,High School,Office,Moderate,Low Priority,Low,Yes,2,0,1
22,USA,Bachelors,Remote,Moderate,Medium Priority,High,Yes,2,1,0
29,UK,Bachelors,Hybrid,Important,High Priority,Medium,Yes,4,1,1
18,Singapore,Bachelors,Remote,Very Important,Low Priority,Low,Maybe,3,1,1
24,UK,Masters,Hybrid,Very Important,Low Priority,Medium,Yes,4,1,0
22,Singapore,Masters,Office,Very Important,High Priority,High,Maybe,1,0,0
25,Australia,Bachelors,Hybrid,Very Important,Low Priority,High,Maybe,1,1,1
25,USA,High School,Freelance,Very Important,Low Priority,Medium,Maybe,5,1,0
26,India,Bachelors,Office,Moderate,High Priority,Medium,Maybe,2,1,1
24,India,Bachelors,Hybrid,Moderate,High Priority,Low,Yes,1,1,0
28,India,Bachelors,Remote,Less Important,Low Priority,Medium,Yes,3,0,1
18,Singapore,Bachelors,Remote,Moderate,High Priority,Low,Yes,3,0,0
20,Singapore,Bachelors,Office,Important,Medium Priority,Medium,No,4,1,0
25,UK,Masters,Remote,Less Important,Medium Priority,Medium,No,1,1,0
20,USA,High School,Office,Moderate,Low Priority,Medium,Maybe,1,0,0
25,Singapore,Bachelors,Office,Less Important,Low Priority,High,Maybe,5,0,1
18,USA,High School,Office,Less Important,High Priority,High,Maybe,5,1,1
22,UK,Masters,Hybrid,Very Important,High Priority,High,Maybe,5,1,0
21,Singapore,High School,Office,Less Important,Low Priority,Low,Maybe,1,1,0
22,India,High School,Remote,Moderate,Low Priority,Low,No,4,0,1
25,India,Bachelors,Freelance,Very Important,Medium Priority,High,Maybe,4,1,1
27,Australia,Bachelors,Hybrid,Moderate,High Priority,High,Yes,4,1,1
21,Germany,High School,Remote,Very Important,Low Priority,Medium,Maybe,4,1,0
28,Canada,Bachelors,Office,Moderate,Low Priority,Medium,Yes,3,1,1
21,Germany,Bachelors,Office,Very Important,High Priority,Low,Yes,1,0,1
20,Singapore,High School,Freelance,Very Important,High Priority,Low,Yes,2,1,0
24,USA,Bachelors,Remote,Important,Low Priority,Medium,Yes,1,1,1
20,Singapore,Masters,Hybrid,Moderate,Low Priority,Low,Maybe,4,0,1
29,USA,Bachelors,Remote,Less Important,Low Priority,High,Maybe,3,1,1
20,USA,Bachelors,Office,Very Important,High Priority,Medium,Maybe,3,1,1
28,Germany,Bachelors,Hybrid,Moderate,Low Priority,Medium,Maybe,1,1,1
27,Canada,Bachelors,Office,Very Important,Low Priority,Low,Maybe,2,0,0
22,Australia,High School,Office,Important,Low Priority,Medium,No,4,0,0
22,Germany,Bachelors,Remote,Important,Medium Priority,Medium,Yes,3,0,1
23,Canada,Masters,Freelance,Important,Medium Priority,High,Yes,4,0,1
25,India,PhD,Office,Important,High Priority,Medium,No,4,0,1
27,India,Bachelors,Remote,Less Important,Low Priority,Medium,No,4,0,1
23,USA,High School,Hybrid,Less Important,Low Priority,Medium,Maybe,5,0,1
29,UK,High School,Freelance,Very Important,High Priority,Medium,Maybe,4,1,1
18,Singapore,Bachelors,Office,Moderate,High Priority,High,Yes,4,0,1
25,Singapore,Bachelors,Office,Important,High Priority,Medium,Maybe,2,0,1
25,USA,High School,Hybrid,Important,Low Priority,High,Yes,2,0,0
26,UK,Masters,Remote,Less Important,Medium Priority,High,Maybe,5,0,1
